last_name,first_name,tv_name,id,country,gender,seed,seedValue,bio_image,birth_date,birth_place,residence,height,weight,plays,turned_pro,country_long,singles_rank,doubles_rank,career-prize-money,events_entered/0/event_id,events_entered/0/event_name,events_entered/0/seed,maxServe,timeOnCourt,featureImage,events_entered/1/event_id,events_entered/1/event_name,events_entered/1/seed,events_entered/2/event_id,events_entered/2/event_name,events_entered/2/seed
Skupski,Neal,N. Skupski,atpsl22,GBR,M,false,,atpsl22.jpg,01 December 1989,"Liverpool, England","Liverpool, England"," 6' 0"" / 1.83 meters",180 lbs. / 81.6 kilos,Right,2012,United Kingdom,0,22,"1,335,920",MD,Men's Doubles,,-,04:31,,XD,Mixed Doubles,3,,,
Smith,Colton,C. Smith,itf800597255,USA,M,false,,itf800597255.jpg, 0 ,,, ,,,,United States of America,,,,BS,Junior Boys' Singles,,125 MPH,05:11,,,,,,,
Smith,John-Patrick,J. Smith,atpsj55,AUS,M,false,,atpsj55.jpg,24 January 1989,"Townsville, Australia","Townsville, Australia"," 6' 2"" / 1.88 meters",185 lbs. / 83.9 kilos,Left,2012,Australia,376,71,"1,494,312",MD,Men's Doubles,,-,01:27,,,,,,,
Soares,Bruno,B. Soares,atps938,BRA,M,false,,atps938.jpg,27 February 1982,"Belo Horizonte, Brazil","Belo Horizonte, Brazil"," 5' 11"" / 1.80 meters",170 lbs. / 77.1 kilos,Right,2001,Brazil,0,9,"6,671,558",MD,Men's Doubles,7,-,12:05,,XD,Mixed Doubles,,,,
Sock,Jack,J. Sock,atpsm25,USA,M,false,,atpsm25.jpg,24 September 1992,"Lincoln, NE, USA","Charlotte, NC, USA"," 6' 3"" / 1.91 meters",195 lbs. / 88.5 kilos,Right,2011,United States of America,164,168,"11,047,624",MS,Men's Singles,,135 MPH,09:19,,MD,Men's Doubles,,,,
Soeda,Go,G. Soeda,atpsc47,JPN,M,false,,atpsc47.jpg,05 September 1984,"Kanagawa, Japan","Tokyo, Japan"," 5' 10"" / 1.78 meters",160 lbs. / 72.6 kilos,Right,2003,Japan,211,560,"2,334,987",MQ,Men's Qual Singles,,-,04:09,,,,,,,
Sonego,Lorenzo,L. Sonego,atpsu87,ITA,M,true,20,atpsu87.jpg,11 May 1995,"Turin, Italy","Turin, Italy"," 6' 3"" / 1.91 meters",168 lbs. / 76.2 kilos,Right,2013,Italy,24,167,"2,949,117",MS,Men's Singles,20,132 MPH,04:02,https://images.usopen.org/ix-events-usta-players/action/atpsu87.jpg,,,,,,
Sousa,Joao,J. Sousa,atpsh90,POR,M,false,,atpsh90.jpg,30 March 1989,"Guimaraes, Portugal","Barcelona, Spain"," 6' 1"" / 1.85 meters",163 lbs. / 73.9 kilos,Right,2008,Portugal,150,137,"7,337,798",MQ,Men's Qual Singles,27,-,02:40,,,,,,,
Sousa,Pedro,P. Sousa,atps483,POR,M,false,,atps483.jpg,27 May 1988,"Lisbon, Portugal","Lisbon, Portugal"," 5' 11"" / 1.80 meters",154 lbs. / 69.9 kilos,Right,2007,Portugal,127,443,"991,626",MQ,Men's Qual Singles,12,-,01:24,,,,,,,
Spizzirri,Eliot,E. Spizzirri,atps0ja,USA,M,false,,atps0ja.jpg,23 December 2001,,, ,,Right,,United States of America,692,795,"50,632",MD,Men's Doubles,,-,05:35,,MQ,Men's Qual Singles,,,,
Stakhovsky,Sergiy,S. Stakhovsky,atpsc77,UKR,M,false,,atpsc77.jpg,06 January 1986,"Kiev, Ukraine","Kharkov, Ukraine"," 6' 4"" / 1.93 meters",176 lbs. / 79.8 kilos,Right,2003,Ukraine,220,149,"5,578,700",MQ,Men's Qual Singles,,-,02:04,,,,,,,
Stebe,Cedrik-Marcel,C. Stebe,atpsk94,GER,M,false,,atpsk94.jpg,09 October 1990,"Muehlacker, Germany","Lochau, Austria"," 5' 11"" / 1.80 meters",154 lbs. / 69.9 kilos,Left,2010,Germany,168,1302,"1,441,699",MQ,Men's Qual Singles,,-,01:40,,,,,,,
Stricker,Dominic,D. Stricker,atps0la,SUI,M,false,,atps0la.jpg,16 August 2002,"Munsingen, Switzerland","Grosshochstetten, Switzerland"," 6' 0"" / 1.83 meters",176 lbs. / 79.8 kilos,Left,,Switzerland,287,212,"88,148",,,,-,-,,,,,,,
Struff,Jan-Lennard,J. Struff,atpsl28,GER,M,false,,atpsl28.jpg,25 April 1990,"Warstein, Germany","Warstein, Germany"," 6' 4"" / 1.93 meters",202 lbs. / 91.6 kilos,Right,2009,Germany,55,57,"7,131,515",MS,Men's Singles,,139 MPH,05:01,https://images.usopen.org/ix-events-usta-players/action/atpsl28.jpg,MD,Men's Doubles,,,,
Sugeno,Koji,K. Sugeno,itf800328528,JPN,M,false,,itf800328528.jpg,24 August 1981,Saitama; JPN,Tokyo; JPN, ,,Left,,Japan,6,7,,US,WC Quad Singles,,69 MPH,02:53,,UD,WC Quad Doubles,,,,
Sugita,Yuichi,Y. Sugita,atpse73,JPN,M,false,,atpse73.jpg,18 September 1988,"Sendai, Japan","Tokyo, Japan"," 5' 9"" / 1.75 meters",159 lbs. / 72.1 kilos,Right,2006,Japan,131,1092,"2,935,544",MS,Men's Singles,,113 MPH,08:06,,MQ,Men's Qual Singles,15,,,
Svajda,Zachary,Z. Svajda,atps0k7,USA,M,false,,atps0k7.jpg,29 November 2002,"La Jolla, CA, USA","San Diego, CA, USA"," 5' 9"" / 1.75 meters",145 lbs. / 65.8 kilos,Right,2019,United States of America,476,1240,"183,685",MS,Men's Singles,,132 MPH,06:35,,,,,,,
Taberner,Carlos,C. Taberner,atpte16,ESP,M,false,,atpte16.jpg,08 August 1997,"Valencia, Spain","Valencia, Spain"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Right,2015,Spain,102,650,"578,663",MS,Men's Singles,,128 MPH,03:34,,,,,,,
Tabilo,Alejandro,A. Tabilo,atpte30,CHI,M,false,,atpte30.jpg,02 June 1997,"Toronto, Canada","Santiago, Chile"," 6' 2"" / 1.88 meters",165 lbs. / 74.8 kilos,Left,2015,Chile,183,276,"367,406",MQ,Men's Qual Singles,,-,02:16,,,,,,,
Tanaka,Yu,Y. Tanaka,itf800520687,JPN,M,false,,itf800520687.jpg, 0 ,,, ,,,,Japan,,,,BQ,Boys' Qual Singles,,-,01:52,,,,,,,
Tecau,Horia,H. Tecau,atpt749,ROU,M,false,,atpt749.jpg,19 January 1985,"Brasov, Romania","Constanta, Romania"," 6' 4"" / 1.93 meters",198 lbs. / 89.8 kilos,Right,2003,Romania,0,16,"5,777,303",MD,Men's Doubles,6,-,05:48,,,,,,,
Thompson,Jordan,J. Thompson,atptc61,AUS,M,false,,atptc61.jpg,20 April 1994,"Sydney, Australia","Sydney, Australia"," 6' 0"" / 1.83 meters",181 lbs. / 82.1 kilos,Right,2013,Australia,75,204,"3,533,395",MS,Men's Singles,,132 MPH,10:23,https://images.usopen.org/ix-events-usta-players/action/atptc61.jpg,MD,Men's Doubles,,,,
Tiafoe,Frances,F. Tiafoe,atptd51,USA,M,false,,atptd51.jpg,20 January 1998,"Hyattsville, MD, USA","Boynton Beach, FL, USA"," 6' 2"" / 1.88 meters",190 lbs. / 86.2 kilos,Right,2015,United States of America,52,164,"4,832,764",MS,Men's Singles,,139 MPH,13:22,https://images.usopen.org/ix-events-usta-players/action/atptd51.jpg,MD,Men's Doubles,,,,
Torpegaard,Mikael,M. Torpegaard,atptc12,DEN,M,false,,atptc12.jpg,08 May 1994,"Gentofte, Denmark","Columbus, OH, USA"," 6' 4"" / 1.93 meters",185 lbs. / 83.9 kilos,Right,2018,Denmark,213,0,"299,652",MQ,Men's Qual Singles,,-,02:10,,,,,,,
Travaglia,Stefano,S. Travaglia,atpta12,ITA,M,false,,atpta12.jpg,28 December 1991,"Ascoli Piceno, Italy","Ascoli Piceno, Italy"," 6' 1"" / 1.85 meters",176 lbs. / 79.8 kilos,Right,2008,Italy,99,247,"1,935,734",MS,Men's Singles,,130 MPH,03:34,,MD,Men's Doubles,,,,
Trungelliti,Marco,M. Trungelliti,atpta29,ARG,M,false,,atpta29.jpg,31 January 1990,"Santiago del Estero, Argentina","Ordino, Andorra"," 5' 10"" / 1.78 meters",172 lbs. / 78.0 kilos,Right,2008,Argentina,179,695,"1,268,831",MS,Men's Singles,,128 MPH,11:39,,MQ,Men's Qual Singles,,,,
Tsitsipas,Stefanos,S. Tsitsipas,atpte51,GRE,M,true,3,atpte51.jpg,12 August 1998,"Athens, Greece","Monte Carlo, Monaco"," 6' 4"" / 1.93 meters",198 lbs. / 89.8 kilos,Right,2016,Greece,3,147,"15,747,937",MS,Men's Singles,3,133 MPH,11:36,https://images.usopen.org/ix-events-usta-players/action/atpte51.jpg,,,,,,
Tsonga,Jo-Wilfried,J. Tsonga,atpt786,FRA,M,false,,atpt786.jpg,17 April 1985,"Le Mans, France","Gingins, Switzerland"," 6' 2"" / 1.88 meters",205 lbs. / 93.0 kilos,Right,2004,France,113,399,"22,365,073",,,,-,-,,,,,,,
Uchiyama,Yasutaka,Y. Uchiyama,atpu134,JPN,M,false,,atpu134.jpg,05 August 1992,"Sapporo, Japan","Tokyo, Japan"," 6' 0"" / 1.83 meters",172 lbs. / 78.0 kilos,Right,2011,Japan,129,504,"1,296,600",MQ,Men's Qual Singles,8,-,01:46,,,,,,,
Vallejo,Adolfo Daniel,A. Vallejo,atpv0dp,PAR,M,false,,atpv0dp.jpg,28 April 2004,,, ,,,,Paraguay,0,2144,252,BS,Junior Boys' Singles,,117 MPH,06:31,,BD,Junior Boys' Doubles,5,,,
Van De Zandschulp,Botic,B. Van de Zandschulp,atpv812,NED,M,false,,atpv812.jpg,04 October 1995,"Wageningen, Netherlands","Veenendaal, Netherlands"," 6' 3"" / 1.91 meters",187 lbs. / 84.8 kilos,Right,2013,Netherlands,62,449,"911,174",MS,Men's Singles,,134 MPH,21:59,,MQ,Men's Qual Singles,6,,,
Varillas,Juan Pablo,J. Varillas,atpv836,PER,M,false,,atpv836.jpg,06 October 1995,"Lima, Peru","Lima, Peru"," 6' 1"" / 1.85 meters",170 lbs. / 77.1 kilos,Right,2013,Peru,122,345,"302,559",MQ,Men's Qual Singles,9,-,02:19,,,,,,,
Vasilevski,Andrei,A. Vasilevski,atpv613,BLR,M,false,,atpv613.jpg,28 May 1991,"Minsk, Belarus","Minsk, Belarus"," 6' 1"" / 1.85 meters",179 lbs. / 81.2 kilos,Right,2009,Belarus,0,82,"380,562",,,,-,-,,,,,,,
Vega Hernandez,David,D. Vega Hernandez,atpv758,ESP,M,false,,atpv758.jpg,23 June 1994,"Telde, Spain","Gran Canaria, Spain"," 6' 2"" / 1.88 meters",172 lbs. / 78.0 kilos,Right,,Spain,1432,97,"201,520",,,,-,-,,,,,,,
Venus,Michael,M. Venus,atpv576,NZL,M,false,,atpv576.jpg,16 October 1987,"Auckland, New Zealand","Auckland, New Zealand"," 6' 3"" / 1.91 meters",190 lbs. / 86.2 kilos,Right,2009,New Zealand,0,19,"2,881,971",MD,Men's Doubles,12,-,02:32,,XD,Mixed Doubles,7,,,
Verdasco,Fernando,F. Verdasco,atpv306,ESP,M,false,,atpv306.jpg,15 November 1983,"Madrid, Spain","Doha, Qatar"," 6' 2"" / 1.88 meters",198 lbs. / 89.8 kilos,Left,2001,Spain,134,813,"17,909,872",MQ,Men's Qual Singles,16,-,04:32,https://images.usopen.org/ix-events-usta-players/action/atpv306.jpg,,,,,,
Vesely,Jiri,J. Vesely,atpv708,CZE,M,false,,atpv708.jpg,10 July 1993,"Pribram, Czech Republic","Ras Al Khaimah, UAE"," 6' 6"" / 1.98 meters",207 lbs. / 93.9 kilos,Left,2009,Czech Republic,89,344,"4,751,548",MS,Men's Singles,,135 MPH,04:22,,,,,,,
Vilella Martinez,Mario,M. Vilella Martinez,atpv824,ESP,M,false,,atpv824.jpg,03 July 1995,"Elche, Spain","Elche , Spain"," 5' 10"" / 1.78 meters",163 lbs. / 73.9 kilos,Right,,Spain,169,350,"504,556",MQ,Men's Qual Singles,,-,01:50,,,,,,,
Vink,Niels,N. Vink,itf800514079,NED,M,false,,itf800514079.jpg,06 December 2002,Helmond; NED,Helmond; NED, ,,Right,,Netherlands,5,5,,US,WC Quad Singles,,83 MPH,04:27,,UD,WC Quad Doubles,,,,
Visaya,Azuma,A. Visaya,itf800538216,USA,M,false,,itf800538216.jpg, 0 ,,, ,,,,United States of America,,,,BQ,Boys' Qual Singles,,-,01:34,,,,,,,
Vliegen,Joran,J. Vliegen,atpv895,BEL,M,false,,atpv895.jpg,07 July 1993,"Maaseik, Belgium","Neeroeteren, Belgium"," 6' 3"" / 1.91 meters",172 lbs. / 78.0 kilos,Left,2014,Belgium,0,30,"617,277",MD,Men's Doubles,16,-,06:18,,XD,Mixed Doubles,,,,
Vukic,Aleksandar,A. Vukic,atpv832,AUS,M,false,,atpv832.jpg,06 April 1996,"Sydney, Australia","Sydney, Australia"," 6' 2"" / 1.88 meters",187 lbs. / 84.8 kilos,Right,2018,Australia,233,546,"363,883",,,,-,-,,,,,,,
Wagner,David,D. Wagner,itf800228475,USA,M,false,,itf800228475.jpg,04 March 1974,Fullerton; USA,San Diego; USA, ,,Right,,United States of America,4,1,,US,WC Quad Singles,,75 MPH,01:58,,UD,WC Quad Doubles,2,,,
Walkow,Szymon,S. Walkow,atpw845,POL,M,false,,atpw845.jpg,22 September 1995,"Wroclaw, Poland","Wroclaw, Poland"," 5' 10"" / 1.78 meters",157 lbs. / 71.2 kilos,Right,,Poland,1323,109,"112,542",MD,Men's Doubles,,-,03:29,,,,,,,
Westphal,Max,M. Westphal,atpw0bs,FRA,M,false,,atpw0bs.jpg,04 June 2003,,, ,,,,France,2083,0,"1,092",BS,Junior Boys' Singles,,125 MPH,08:44,,BD,Junior Boys' Doubles,,,,
Withrow,Jackson,J. Withrow,atpw686,USA,M,false,,atpw686.jpg,07 July 1993,"Omaha, NE, USA","Omaha, Nebraska"," 6' 1"" / 1.85 meters",175 lbs. / 79.4 kilos,Right,2016,United States of America,0,102,"357,146",MD,Men's Doubles,,-,03:14,,XD,Mixed Doubles,,,,
Wolf,Jeffrey John,J. Wolf,atpw09g,USA,M,false,,atpw09g.jpg,21 December 1998,"Cincinnati, OH, USA","Cincinnati, OH, USA"," 6' 0"" / 1.83 meters",180 lbs. / 81.6 kilos,Right,2019,United States of America,178,0,"414,806",MQ,Men's Qual Singles,,-,02:42,,,,,,,
Wong,Coleman,C. Wong,itf800471113,HKG,M,false,,itf800471113.jpg, 0 ,,, ,,,,"Hong Kong, China",,,,BD,Junior Boys' Doubles,,-,03:49,,BQ,Boys' Qual Singles,2,,,
Ymer,Elias,E. Ymer,atpy218,SWE,M,false,,atpy218.jpg,10 April 1996,"Skara, Sweden","Stockholm, Sweden"," 6' 1"" / 1.85 meters",171 lbs. / 77.6 kilos,Right,2014,Sweden,167,696,"1,172,793",MQ,Men's Qual Singles,,-,01:10,,,,,,,
Ymer,Mikael,M. Ymer,atpy268,SWE,M,false,,atpy268.jpg,09 September 1998,"Skovde, Sweden","Stockholm, Sweden"," 6' 0"" / 1.83 meters",165 lbs. / 74.8 kilos,Right,2015,Sweden,73,1455,"1,460,977",MS,Men's Singles,,125 MPH,03:59,,,,,,,
Zapata Miralles,Bernabe,B. Zapata Miralles,atpz419,ESP,M,false,,atpz419.jpg,12 January 1997,"Valencia, Spain","Valencia, Spain"," 6' 0"" / 1.83 meters",174 lbs. / 78.9 kilos,Right,2015,Spain,120,777,"625,899",MS,Men's Singles,,120 MPH,12:24,,MQ,Men's Qual Singles,5,,,
Zeballos,Horacio,H. Zeballos,atpz184,ARG,M,false,,atpz184.jpg,27 April 1985,"Mar del Plata, Argentina","Buenos Aires, Argentina"," 6' 2"" / 1.88 meters",185 lbs. / 83.9 kilos,Left,2003,Argentina,0,7,"5,863,791",MD,Men's Doubles,2,-,07:55,,,,,,,
Zheng,Michael,M. Zheng,itf800556204,USA,M,false,,itf800556204.jpg, 0 ,,, ,,,,United States of America,,,,BS,Junior Boys' Singles,,125 MPH,01:29,,,,,,,
Zink,Tyler,T. Zink,atpz0ak,USA,M,false,,atpz0ak.jpg, 0 ,,, ,,,,United States of America,1366,1065,"15,028",MD,Men's Doubles,,-,01:02,,,,,,,
Zuk,Kacper,K. Zuk,atpz09d,POL,M,false,,atpz09d.jpg,21 January 1999,"Nowy Dwor Mazowiecki, Poland","Nowy Dwor Mazowiecki, Poland"," 6' 0"" / 1.83 meters",169 lbs. / 76.7 kilos,Right,2016,Poland,162,330,"209,464",MQ,Men's Qual Singles,,-,03:16,,,,,,,
Zverev,Alexander,A. Zverev,atpz355,GER,M,true,4,atpz355.jpg,20 April 1997,"Hamburg, Germany","Monte Carlo, Monaco"," 6' 6"" / 1.98 meters",198 lbs. / 89.8 kilos,Right,2013,Germany,4,129,"26,797,250",MS,Men's Singles,4,139 MPH,12:56,https://images.usopen.org/ix-events-usta-players/action/atpz355.jpg,,,,,,
Zverev,Mischa,M. Zverev,atpz168,GER,M,false,,atpz168.jpg,22 August 1987,"Moscow, Russia","Monte Carlo, Monaco"," 6' 3"" / 1.91 meters",195 lbs. / 88.5 kilos,Left,2005,Germany,314,263,"5,735,339",,,,-,-,,,,,,,
